county,ass,asshole,bastard,bitch,bitched,bitchy,bloody,bullshit,cock,crap,crappy,cunt,damn,damnit,damned,darn,dick,dickhead,douche,douchebag,dumbass,dyke,fag,faggot,fatass,freaking,friggin,fuck,fucked,fucker,fuckery,fucking,goddamn,gosh,hell,hoe,homo,jackass,motherfucker,motherfucking,nigger,piss,pissed,pissy,pussy,shit,shittiest,shitty,slut,slutty,twat,whore
"florida,hardee",1044077,73491,0,1008598,5068,20273,20273,91230,7603,134311,10137,25342,1218934,5068,5068,35478,157118,2534,32944,0,65888,0,17739,30410,2534,157118,2534,1819532,169789,48149,2534,1036474,2534,86162,519504,119106,5068,2534,15205,7603,0,81093,253417,2534,126708,1923433,2534,40547,73491,7603,7603,30410
"florida,hendry",1507372,82740,12035,1374988,4513,18052,1504,198576,9026,102297,7522,22565,1108716,7522,9026,25574,148932,0,9026,6017,30087,0,16548,30087,15044,206098,7522,2042926,201585,33096,9026,1104203,3009,73714,506970,261759,4513,0,10531,4513,4513,76723,127871,1504,212115,2411495,4513,37609,48140,12035,4513,40618
"florida,hernando",1081508,102372,13760,1052337,3853,8806,11558,139248,28620,78705,13760,28070,893276,20915,8806,9357,203643,2202,18713,6605,31922,2202,22015,39077,4403,108426,6605,1994597,221255,25318,4953,1361104,20915,57240,466727,127139,7705,6605,14310,8256,5504,71000,192635,2752,139798,1922497,7705,109527,37426,12659,4953,37977
"florida,highlands",1296555,76005,8942,1104307,1490,10432,7451,149029,17884,64083,10432,23845,953788,19374,19374,19374,181816,0,20864,1490,40238,8942,16393,29806,4471,131146,4471,1609516,162442,20864,2981,843506,5961,41728,511170,253350,0,4471,2981,4471,1490,67063,120714,0,186287,2157944,7451,68553,11922,4471,4471,32786
"florida,hillsborough",1153578,63883,7608,919246,3322,6315,11615,110065,13771,66952,8978,14608,787320,14151,8191,11133,192157,1801,15013,3982,23256,6822,22216,27922,3804,96725,4438,1632868,192766,16941,5275,833984,13061,39867,426692,209580,8369,4920,9485,5148,5427,50163,107250,2840,177829,1938945,3474,60358,32893,7304,3195,26603
"florida,holmes",582666,46783,8506,353002,0,4253,0,93567,0,97820,4253,0,527377,4253,25518,4253,102073,0,4253,0,8506,0,25518,8506,8506,72302,4253,595425,63796,12759,0,310472,8506,63796,480593,157362,17012,8506,17012,0,0,76555,110579,4253,85061,910150,0,46783,68049,4253,0,55290
"florida,indian river",1078681,92611,12312,1034249,8030,9101,11242,119378,23019,91541,11242,31584,881146,27837,6424,12848,185223,1071,13383,6959,31049,3747,16595,34261,4818,101712,11777,1868286,230725,29978,7495,1178787,14454,55674,488752,137043,6959,3212,9101,6959,8030,76552,143467,3212,187899,2111324,5889,97429,55674,12848,6959,51927
"florida,jackson",1379863,44317,4029,900436,4029,4029,4029,122878,8058,96691,8058,10072,850076,8058,24173,22158,122878,2014,10072,2014,22158,6043,4029,10072,2014,92662,4029,1410079,191368,26187,10072,527773,14101,48346,501585,245757,4029,2014,16115,4029,2014,64461,118850,6043,207483,2117133,4029,40288,28202,4029,2014,36259
"florida,jefferson",2183532,102754,19266,1066078,0,0,0,134865,0,154132,19266,6422,1239476,6422,12844,6422,141287,6422,6422,12844,12844,0,0,38533,0,57799,0,1971601,237620,12844,6422,462395,6422,32111,712859,359641,51377,0,6422,6422,0,57799,211931,0,192665,3275298,0,51377,32111,6422,0,6422
"florida,lafayette",861024,15945,0,765355,0,0,0,79724,0,95669,31890,0,765355,31890,0,47835,47835,0,0,0,0,0,0,0,0,95669,15945,765355,63780,0,0,414567,0,111614,446457,223229,0,0,0,0,47835,79724,223229,0,79724,1498820,0,31890,15945,0,0,47835
"florida,lake",1414104,72406,7328,948785,8375,8375,8724,123004,25648,76245,9073,20937,1017004,13958,11341,9945,200993,2094,12562,3141,29660,2966,17273,25648,4362,118467,6630,1818533,221755,20937,5758,1009152,12388,40303,494631,193491,9073,4711,10643,8026,4885,72755,136787,4187,211287,2235349,7153,55308,32801,5583,4711,32278
"florida,lee",1177955,90516,9144,961862,5065,10196,10722,124985,25392,74399,9867,27563,804051,13485,8354,13025,238328,2434,19274,6118,28352,3092,31181,59204,6907,118144,5065,2056603,258654,31509,3815,1299257,14077,53744,422385,166625,10525,4342,15459,8223,12170,63545,139392,4802,195832,2089625,7104,96699,53875,8420,4473,38285
"florida,leon",1270022,52705,8977,841445,1972,5509,8501,104322,9317,51685,7889,8909,939579,20606,11629,10405,194567,1428,13669,3468,19722,4624,11425,16322,3468,80452,5985,1532256,199259,15233,6937,702508,14349,41212,491279,208168,9045,4760,10201,6869,5305,40940,89497,2788,197831,2128197,3740,67054,23326,6529,3876,20742
"florida,levy",1048326,46905,0,705920,9381,14071,4690,112572,7036,136024,14071,21107,785658,7036,21107,32833,117262,0,21107,16417,28143,0,30488,28143,0,293156,4690,1050671,119608,14071,4690,637908,9381,65667,537062,154786,2345,2345,14071,2345,2345,65667,126643,0,89119,1554900,4690,53941,51595,4690,2345,86774
"florida,liberty",1200512,40017,0,706968,13339,26678,13339,280120,13339,133390,0,26678,973749,0,13339,40017,80034,13339,26678,0,0,0,26678,0,0,93373,0,1200512,160068,13339,0,360154,0,106712,947071,120051,26678,26678,40017,0,13339,66695,266780,13339,80034,1654039,0,40017,26678,13339,13339,160068
"florida,madison",1317047,50304,13719,736266,4573,4573,9146,96035,4573,82315,9146,9146,1033516,27438,9146,22865,100608,0,13719,0,18292,4573,18292,9146,0,123473,0,1079247,155485,18292,4573,749985,18292,54877,493893,192069,4573,4573,27438,9146,0,45731,123473,0,205789,1687467,0,50304,9146,4573,9146,59450
"florida,manatee",1378043,57411,9200,1061731,4232,6624,15641,114822,35882,78020,8280,17849,899068,12513,8832,12881,244548,3312,15825,3680,20241,4600,17113,26865,2392,127886,8464,1844505,214370,20793,5704,831352,9384,49130,465543,272333,9016,4968,8096,3680,3680,52627,107645,5336,263133,2317040,4048,78572,34962,5520,4784,32202
"florida,marion",1498913,76121,11850,1295657,5423,10042,10645,146618,15867,78330,11247,26512,957031,16068,12854,10645,239609,2410,20486,4017,28118,3615,18679,29926,4419,105645,3214,2135996,257685,27315,5423,1126545,18478,56839,477411,240613,9841,4619,15063,5222,10846,71099,170116,5624,251057,2353312,5624,90582,57643,9239,4017,42378
"florida,martin",991732,95471,16524,839040,5202,8568,9486,116890,15912,75275,9180,28764,883716,23256,5814,18972,222153,4284,31212,6732,32130,4284,47123,69767,5202,106487,21420,1888300,230415,26928,4284,1217863,14382,51713,507647,133720,12852,7038,15606,3672,7956,71603,160036,3672,144430,1959903,7038,120256,76499,6120,6426,39167
"florida,monroe",990733,78098,3347,795487,4463,10041,18967,118263,20082,45743,12273,7810,823380,18967,18967,10041,160659,2231,13388,8926,13388,1116,18967,27892,1116,75867,0,1746055,225369,18967,2231,889205,7810,45743,373756,167354,8926,3347,12273,7810,2231,54669,132767,2231,119379,1857625,4463,76983,33471,10041,2231,26777
"florida,nassau",987910,59997,8135,716400,4576,3559,9152,101181,6610,129654,12711,18812,798259,21355,4576,25931,168295,2034,21355,4068,25422,2034,29998,32032,1017,198802,508,1359075,147958,23897,2542,715383,14745,81351,423027,154059,8644,3559,10169,2034,5593,84910,177447,3051,104740,1573639,4068,63047,30507,7118,2542,47794
"florida,okaloosa",1140879,54596,9533,826953,3683,7366,9749,120241,6283,96193,13216,12999,894548,22315,12132,11699,141039,1950,19715,4116,21882,1950,21232,24915,5200,144722,4116,1415808,188919,19715,7583,655800,12132,82760,505445,183286,5633,2600,11049,3466,7799,59145,155771,8016,124357,1898288,3466,64345,36181,6283,3683,41597
"florida,okeechobee",1419514,61482,5425,1573220,7233,9041,12658,159130,32549,59674,10850,16275,1036155,30741,12658,18083,206146,1808,12658,1808,27124,14466,1808,10850,14466,103073,5425,2376104,301986,25316,3617,945740,21700,65099,441225,292944,3617,0,9041,1808,1808,65099,124773,0,242312,2540660,1808,72332,43399,5425,1808,25316
"florida,orange",974887,50639,7037,775842,3254,5771,14652,93007,10981,59327,7486,14876,737353,10949,14475,11189,166361,2260,10965,3142,18819,3158,14988,21625,3334,95924,4232,1442246,178624,14940,4905,813625,13273,38969,355051,156534,6797,4136,9458,6284,4649,40861,88021,2453,161295,1757606,3254,54246,24318,5210,3879,21657
"florida,osceola",1276523,64613,7596,982326,3664,7775,12958,110637,11886,63898,7328,21269,843717,10277,8847,8669,220916,5451,11618,3217,27704,2860,20644,32887,7239,99734,2949,2042848,246743,20018,5720,1118164,12154,45845,399651,170334,7149,1966,12869,6345,6703,56212,107420,2145,212516,2431060,3396,56301,33870,6434,3485,25559
"florida,palm beach",1053471,65601,7964,922856,4108,6581,591876,108524,14252,52565,8090,17270,722742,11402,8132,8216,209755,2389,12659,5365,21965,4653,18066,27582,3395,86057,4779,1772525,221953,15887,7252,1044627,13414,32612,379521,178862,10815,4108,11234,6791,5114,43762,92135,1928,192653,1956627,3814,75955,36636,7252,4737,29845
"florida,pasco",1069298,86677,7646,918132,5568,10139,9474,124739,15291,90002,12050,23602,841095,15790,8310,14294,175266,2493,23186,5983,26926,3573,26261,38726,5152,106124,8061,1628255,197621,21856,3989,1041209,13297,50195,432888,178923,7812,4155,9391,6482,6565,73547,186901,4737,134296,1854880,5236,87342,51691,9225,5568,42715
"florida,pinellas",1205269,69365,8507,1100150,3510,6841,16598,106428,15408,69009,10232,17550,835598,21000,9637,9935,196377,1666,19215,4759,21714,6127,21773,27603,2737,97088,4521,1772329,219637,19334,3926,994020,11482,44618,424164,252297,5354,5354,9102,4700,2558,57467,140456,3450,190428,1984292,5414,86261,43368,6722,3748,32363
"florida,polk",1340542,64715,6911,1004527,5089,6346,8482,123712,30033,78349,9550,14639,859264,14325,9425,11875,230209,3016,10807,2890,28211,6283,16776,28085,6032,125283,2136,1779159,213936,21174,4775,883076,13446,59563,463874,255216,9990,3393,10618,6032,5843,56861,126980,4210,209601,2177690,3393,56861,31666,4084,3267,35750
"florida,putnam",1447525,27723,9901,1200000,1980,1980,13861,136634,25743,91089,11881,15842,1475248,3960,23762,9901,162376,5941,3960,0,19802,0,7921,15842,0,102970,3960,1611881,160396,21782,1980,502970,3960,47525,508911,334653,1980,1980,5941,7921,0,57426,184158,1980,243564,2322772,1980,67327,25743,0,0,25743
"florida,st johns",740658,72750,8969,615488,4385,5780,15746,86104,10763,99060,12557,13354,698802,25114,7773,21127,149487,2790,23121,7375,18337,3189,15945,23121,2192,129755,8172,1252501,144305,18935,2990,697207,11959,73149,427732,129356,9567,5581,10364,4584,3388,48434,117198,2790,112813,1403583,4784,68963,38069,7175,2392,29299
"florida,st lucie",1524818,66392,8326,1232081,5259,7669,5916,135413,14242,59818,10517,27170,1055037,8545,8107,8545,280905,1096,15557,3725,23664,4821,18187,22350,2848,83483,3944,2132861,254392,19501,14242,1025237,12490,35935,440858,273455,10298,3287,12928,6354,8326,55874,116350,5040,275208,2776839,2848,63324,35058,7669,10079,34182
"florida,santa rosa",923345,72997,8774,714180,5264,5966,5264,113005,10528,121779,11581,31585,737693,28427,7019,14389,173719,3159,20004,7721,25970,7019,34744,41412,4562,165297,5966,1392212,174772,23163,3860,884039,13687,100020,434474,143889,8423,7370,15091,3509,8423,76156,170210,3860,103179,1520308,4211,95458,46676,5615,8774,50186
"florida,sarasota",1214034,79705,13451,1042890,3721,6726,11734,115765,26044,70117,8872,17458,786318,15025,9874,11305,215218,2576,19747,8300,22609,5151,19604,31195,4007,91439,5581,1784991,203913,20463,6439,1014986,12879,55522,443314,211211,8586,3577,10589,7155,5151,56094,107466,5151,173147,1968441,4722,74983,63821,7441,6153,35631
"florida,seminole",1116283,67851,7760,924937,5110,6624,12018,123211,12397,70596,10693,20819,899859,22333,10977,13627,170811,2460,17034,4921,24888,2650,23847,35771,4448,110247,4069,1764515,200242,20346,5962,1003671,17602,47032,423101,164471,8328,4921,8895,7381,5583,56969,124631,3501,174881,2058349,5205,93024,40313,6719,4921,27633
"florida,sumter",894081,29852,4478,671680,5970,16419,11941,74631,4478,95528,10448,22389,780641,22389,14926,20897,132843,0,19404,2985,22389,2985,14926,23882,7463,158218,4478,1167230,123888,14926,1493,671680,7463,153740,407486,105976,8956,2985,13434,10448,0,58212,101498,8956,113439,1238876,10448,46271,53734,7463,4478,40301
"florida,suwannee",1508888,70064,15014,985907,5005,5005,5005,107599,17516,175161,17516,15014,1045962,15014,20018,25023,155143,7507,12512,2502,17516,2502,22521,12512,7507,155143,2502,1451335,140129,22521,0,580534,5005,135124,485447,295272,5005,0,5005,2502,5005,62558,122613,5005,295272,2001842,0,50046,47544,10009,12512,62558
"florida,taylor",1704548,28972,0,1381022,4829,0,0,91746,9657,106232,4829,9657,1052667,19315,14486,24144,193150,4829,4829,0,14486,4829,0,4829,9657,77260,4829,1834924,212465,38630,4829,704997,19315,48287,593936,381471,19315,0,14486,4829,0,57945,159349,0,284896,2013588,0,38630,33801,0,0,24144
"florida,union",1009809,32130,9180,1321932,4590,9180,4590,133111,4590,91801,18360,4590,656376,9180,13770,32130,142291,0,18360,4590,9180,0,41310,13770,0,110161,0,1193411,234092,22950,0,362613,4590,68851,477364,509494,0,4590,0,4590,4590,55080,174422,9180,229502,1918637,0,32130,18360,4590,4590,64261
"florida,volusia",1482410,73700,8675,1078269,5178,8607,9145,139129,14659,63076,8607,21317,958641,14861,9078,9683,207517,2421,13113,4035,26494,4438,20577,30865,4236,102346,3967,1931067,231255,23603,6388,1032475,15399,48416,474882,231793,7195,3228,11230,3093,9818,76390,143567,5514,209467,2366073,4169,84123,35774,5850,6657,31000
"florida,wakulla",1414001,104945,19332,1206872,2762,2762,11047,173988,11047,88375,2762,57996,704239,22094,13809,19332,276172,5523,13809,11047,46949,16570,35902,69043,16570,102184,0,2187283,220938,35902,5523,828516,8285,77328,488825,220938,46949,5523,24855,8285,2762,124277,187797,2762,132563,2294991,2762,107707,110469,2762,2762,104945
"florida,walton",805377,40826,8483,522249,4772,6362,25450,83772,11664,72107,10604,8483,597008,15906,4242,13785,116114,1060,18027,5302,14846,2121,20148,22268,2121,135202,6362,898693,128309,11134,3181,555652,6362,69456,395531,120886,8483,2651,5832,1060,3181,67866,115054,3711,106040,1099639,4242,52490,37644,10074,5302,28631
"florida,washington",1251931,71710,17927,848564,2988,5976,2988,119516,5976,83661,14940,5976,950153,14940,44819,17927,182262,0,8964,2988,32867,0,17927,32867,5976,101589,8964,1437181,203177,11952,2988,391415,2988,50794,642399,274887,14940,5976,23903,0,0,56770,155371,5976,173298,2423189,2988,50794,77685,32867,2988,95613
"georgia,appling",1143616,26830,3354,680804,0,3354,10061,157624,3354,150917,10061,0,821660,10061,13415,26830,120734,0,6707,0,16769,3354,6707,6707,0,150917,3354,878673,97258,13415,0,298480,0,67074,928978,281712,10061,0,20122,6707,0,93904,251528,3354,124087,1878079,0,23476,23476,3354,0,26830
"georgia,atkinson",2995031,174427,17017,1663433,0,0,0,178681,4254,17017,0,0,2152679,8509,12763,0,348853,4254,4254,0,4254,4254,4254,0,0,114866,0,3373664,404159,17017,8509,1259274,8509,72323,1382649,510517,0,4254,17017,8509,12763,102103,208461,0,727486,3356647,0,4254,12763,4254,0,42543
"georgia,bacon",1070501,32604,10868,923783,5434,0,0,130416,5434,76076,5434,5434,749894,10868,10868,5434,48906,0,10868,0,21736,5434,16302,21736,16302,92378,0,885744,65208,27170,5434,326041,0,114114,662950,244531,5434,5434,5434,5434,5434,59774,211927,0,76076,1461750,5434,16302,27170,0,5434,59774
"georgia,baker",738128,0,0,492086,0,0,0,0,0,0,0,0,574100,0,0,0,0,0,0,0,0,82014,0,0,0,0,0,328057,164029,0,0,164029,0,0,656114,82014,0,0,0,0,0,82014,164029,0,246043,1312228,0,82014,0,0,0,0
"georgia,baldwin",1121517,36577,5437,639101,0,5437,17300,92430,7414,59808,6920,7908,897115,7414,11368,10874,108741,1483,11863,989,16311,1977,13346,10380,989,99350,989,1013270,131972,8897,7414,365766,15817,52888,749820,174480,4943,989,4943,3460,2966,37071,110224,2966,152238,1744801,989,26197,10874,2966,0,12851
"georgia,banks",1240268,90531,6035,1282516,3018,27159,12071,175026,18106,141831,15088,27159,935482,39230,21124,15088,220291,9053,27159,0,66389,6035,24141,33195,15088,120707,0,1880017,199167,36212,0,841934,0,39230,724244,190114,27159,3018,12071,3018,6035,138813,277627,3018,102601,2021848,0,75442,93548,9053,3018,60354
"georgia,barrow",1395298,49436,11081,1166868,6819,6819,5114,150014,7671,100577,13638,8524,933324,11081,3409,12785,200302,852,11933,3409,23013,3409,16195,16195,3409,137228,9376,1583668,201155,16195,4262,604317,10228,92906,735579,273605,5966,2557,5114,1705,4262,83530,190927,6819,148309,2272367,3409,42618,17047,3409,3409,13638
"georgia,bartow",1028595,50193,6453,836070,4302,5736,6095,125124,17209,158825,8963,15416,873356,47325,16492,16133,161693,2510,21153,4302,22587,2868,32625,45532,2510,164919,3944,1458103,165278,17568,5736,840731,20436,115444,597654,193960,8963,6095,11114,3227,23662,92857,175675,8246,116161,1772525,3585,59156,52703,5019,1793,50193
"georgia,ben hill",2593176,66152,0,1190744,0,13230,0,132305,0,66152,0,0,1891960,13230,26461,0,251379,0,26461,0,0,0,0,0,0,79383,13230,1561198,277840,52922,0,555681,0,92613,1084900,489528,26461,13230,0,0,0,52922,277840,0,264610,2699020,0,79383,13230,0,0,13230
"georgia,berrien",804595,51357,8560,629125,8560,0,4280,106994,8560,205428,8560,8560,714720,4280,4280,8560,85595,0,12839,8560,29958,0,25679,21399,0,222547,0,928708,119833,17119,0,410857,0,42798,547809,166911,0,4280,0,8560,8560,89875,243946,4280,59917,1172654,4280,55637,59917,0,4280,38518
"georgia,bibb",2421813,37024,7825,1560533,3244,4580,7252,147523,7252,43512,4771,4962,1322550,7252,9351,10306,199814,763,5534,1527,17749,3435,4389,8206,4771,90460,3054,1896610,264701,13550,9351,557456,20229,30535,900785,391040,5534,1145,11069,6680,4389,59353,155729,3626,311649,3842076,573,23665,19275,4580,1908,15077
"georgia,bleckley",1359474,27122,5085,650920,6780,3390,10171,105097,3390,72890,10171,5085,1095038,10171,10171,5085,81365,0,10171,0,8476,1695,5085,6780,1695,84755,1695,1162842,172901,8476,5085,352582,6780,61024,805175,215278,3390,1695,5085,3390,8476,72890,125438,8476,113572,2149393,1695,32207,13561,1695,5085,23731
"georgia,brantley",700899,118960,6430,1067425,6430,28936,9645,135036,3215,263641,22506,12861,761987,3215,6430,12861,102884,3215,3215,9645,28936,0,22506,45012,0,302223,6430,1125297,189693,9645,0,598015,0,157542,569079,192908,0,9645,9645,3215,0,154326,257211,3215,45012,1302129,3215,54657,93239,3215,0,109315
"georgia,brooks",2389669,48627,6947,979486,0,6947,0,97254,0,90307,13893,0,2056227,13893,6947,20840,194508,0,34734,0,13893,0,6947,13893,0,83361,0,1583850,201455,13893,41680,493217,0,48627,1090634,437643,0,6947,20840,20840,6947,97254,236188,20840,375122,3049606,0,13893,27787,0,0,34734
"georgia,bryan",1204154,61449,11817,835463,4727,9454,2363,166620,10635,137077,15362,12999,965451,7090,17726,16544,147713,1182,14180,7090,25997,4727,14180,20089,1182,159530,7090,1617750,166620,11817,5909,720838,10635,95718,610940,199708,7090,4727,4727,0,10635,88628,148894,4727,165438,2067979,4727,57903,28361,2363,4727,53177
"georgia,bulloch",1544981,56942,8838,878044,2753,6085,9128,123738,8694,63463,6230,10287,1199559,19271,11591,13040,161409,1304,19126,3477,22024,4781,14779,12026,3043,111856,5796,1544112,219366,16663,8259,552183,5071,67520,758943,227480,7679,5506,8549,4057,4637,56073,137357,4781,188359,2392453,3767,53900,27674,6230,4202,25936
"georgia,burke",2504056,16299,8890,1684682,1482,4445,4445,142242,11854,45932,4445,2963,1275735,4445,10372,10372,146687,1482,5927,0,17780,0,2963,8890,16299,71121,0,1902490,226699,19262,10372,601566,4445,45932,811966,509701,5927,2963,11854,14817,4445,90383,200028,4445,386721,2945600,1482,26670,23707,4445,0,10372
"georgia,butts",1772209,41298,1796,951642,5387,5387,3591,113120,1796,93369,3591,10773,1066557,8978,7182,26933,104142,0,10773,0,30524,5387,23342,23342,1796,75413,16160,1271250,150826,10773,12569,531483,7182,68231,906753,305244,3591,0,7182,7182,1796,86186,161600,7182,120302,2237257,0,32320,21547,1796,0,8978
"georgia,calhoun",3489444,0,24925,1096683,0,0,0,99698,0,0,0,0,1570250,0,0,0,324020,0,0,0,24925,0,0,0,0,74774,0,2143516,348944,99698,0,573266,0,0,1071758,373869,0,0,49849,0,0,0,199397,0,324020,4262107,0,24925,0,0,0,24925
"georgia,camden",1327820,54399,8036,1025537,6800,8036,7418,151451,6800,85925,13600,14218,1121353,21636,17927,8654,154541,1236,9891,3091,31526,1854,17309,35854,4945,100761,3091,1690683,250975,32763,4327,733763,16690,97052,628675,234903,9891,4945,17309,3091,19781,65526,166287,3091,144651,2006566,1854,76034,26581,3091,1236,33999
"georgia,candler",1695017,60297,0,1025050,0,0,0,87096,13399,113894,13399,13399,1232740,6700,26799,20099,174192,0,13399,0,20099,0,13399,6700,0,133993,6700,1366733,87096,20099,6700,388581,0,113894,1051849,241188,0,0,20099,6700,6700,60297,200990,13399,221089,2063500,0,46898,46898,6700,0,40198
"georgia,carroll",1614377,50402,11369,1041766,3032,4169,7579,125057,5874,76929,10042,7958,1019975,11369,8527,14590,197818,1516,8337,3600,23875,6063,9285,17432,2842,136426,4169,1734697,208239,19895,5684,585306,12506,65939,812304,275126,4737,3032,10042,4548,7200,65560,131689,4358,198955,2531843,1705,36191,32212,4927,9285,33538
"georgia,catoosa",916308,49705,10806,667781,3242,6483,8644,92927,312279,148036,19450,15128,853636,23772,9725,12967,132908,2161,16208,2161,19450,1081,20530,10806,5403,196660,6483,1085955,114539,14047,3242,574854,30255,178291,521907,119941,16208,11886,17289,6483,5403,74558,169647,3242,258252,1303146,1081,65914,30255,0,1081,34578
"georgia,charlton",2442583,24365,9137,1315705,6091,0,6091,219284,12182,88323,3046,3046,1803004,0,18274,3046,219284,0,0,3046,12182,0,3046,3046,3046,85277,0,2259846,338063,9137,18274,700491,0,21319,825361,359382,6091,3046,15228,3046,12182,112688,158372,39593,331972,3761333,0,30456,15228,0,0,9137
"georgia,chatham",1742334,46535,8275,1143178,4299,5696,15691,130148,8060,57605,7093,7308,1120179,17518,11392,13327,194739,2364,11070,2579,17518,3869,8813,14509,2364,98659,5266,1731480,233859,12789,8920,661167,12252,52339,652462,275665,7416,4084,13864,5374,4191,50189,105000,3117,207421,2883041,2149,42881,19345,4406,2149,20097
"georgia,chattahoochee",1480977,54562,12991,1028889,0,5196,2598,158491,23384,96134,10393,10393,1267924,12991,5196,5196,239035,0,18187,7795,28580,0,15589,31178,10393,83143,0,2403340,285803,36375,7795,865202,15589,36375,904176,194865,15589,7795,18187,12991,5196,70152,158491,0,179276,3039901,0,49366,23384,0,0,10393
"georgia,chattooga",819117,75225,8358,823296,16717,4179,12538,112838,0,117017,0,4179,840013,12538,54329,4179,162988,12538,29254,4179,20896,4179,12538,20896,16717,158808,0,1136734,129554,12538,0,388663,8358,87763,551650,179704,4179,4179,8358,0,4179,62688,175525,25075,96121,1316438,4179,45971,29254,8358,0,66867
"georgia,cherokee",773682,50133,9244,560884,3911,4978,9422,80355,13511,103110,12622,18133,764082,26666,7467,20978,141332,1422,24889,5867,26311,3733,25955,35733,3911,130310,2844,1112168,134577,17244,2844,643017,11733,136354,519996,105777,6755,5867,8533,3911,5867,62933,153065,2667,90310,1301856,6578,78399,32355,7289,2667,32355
"georgia,clarke",1355444,33588,6776,1009991,1031,3978,13111,103415,6629,49203,7955,6482,981706,12080,10312,10754,154828,737,14290,3536,19151,1768,8986,13258,2357,94723,3241,1454145,204473,12964,4714,482604,18414,49203,725526,218321,4567,3830,8692,4861,1326,40659,116231,2652,182523,2243900,3830,49792,18856,4419,1473,15468
"georgia,clay",3615600,59272,0,2687004,0,0,19757,217331,0,19757,0,0,1442289,0,79030,19757,316118,0,0,0,0,39515,0,0,0,39515,0,2469672,217331,0,0,671751,0,19757,513692,711266,0,0,19757,19757,0,98787,158059,0,592721,3951476,0,19757,19757,19757,0,19757
"georgia,clayton",2736468,47469,11829,1727018,3687,3687,19203,156387,8910,21968,2151,6298,1474617,3226,9985,11675,297873,4762,3380,1843,20278,8603,9985,19664,2458,50849,1383,2482377,324142,15977,12443,842463,14748,35026,901454,558108,9832,2151,11675,7681,8142,51771,130118,3687,337815,4460413,1075,27806,19049,5070,1536,18742
"georgia,clinch",998410,0,0,545523,5146,0,5146,41172,0,87490,5146,0,483766,0,15439,10293,46318,0,0,0,5146,0,0,10293,0,169833,15439,761673,61757,5146,0,185272,5146,102929,324226,231590,20586,5146,0,0,0,41172,72050,0,97782,1116778,0,5146,20586,5146,5146,10293
"georgia,cobb",1479165,51153,9645,966657,2601,4823,8616,115528,14631,64050,7857,13113,1032712,15281,10133,11271,199249,4064,14577,3793,21458,5473,20266,31050,3468,90710,2980,1584723,205155,11867,7478,688836,12680,57439,650525,245200,10296,4931,9862,5039,7153,51099,109893,2980,197406,2567311,2764,43567,23843,4010,3414,24601
"georgia,coffee",1971850,31622,14682,1551731,5647,9035,2259,160368,14682,73408,4517,10164,1585611,11294,23716,14682,177308,1129,15811,4517,15811,1129,6776,6776,9035,118582,0,2019283,289114,11294,5647,603074,9035,60985,947527,466423,3388,1129,11294,5647,1129,84701,168274,2259,277821,2929541,0,18070,23716,2259,0,41786
"georgia,colquitt",1248309,64568,0,722543,3075,18448,6149,138359,6149,67642,18448,12299,1149920,3075,0,33821,119911,6149,0,0,21523,0,9224,21523,6149,166031,3075,1192965,156807,0,6149,451974,6149,70717,553437,215226,0,6149,9224,0,9224,58418,101464,0,236748,1774075,0,18448,18448,6149,0,21523
"georgia,columbia",1336163,55262,6953,892239,3660,6587,11345,133214,10247,122966,8417,14273,976412,16103,14273,13907,170177,1830,10979,2928,26716,8051,23056,22690,1830,140899,3660,1378249,193965,15371,5856,632399,10613,109060,600925,222511,6222,3660,8783,4026,7319,84905,193965,5490,177496,1994912,1098,40623,32937,5124,2562,29644
"georgia,cook",1612707,70016,16337,1047910,2334,2334,2334,196045,11669,86353,7002,9335,1010568,0,30340,4668,151702,0,11669,2334,11669,2334,11669,0,2334,142366,2334,1388656,203047,16337,25673,485446,2334,46677,541459,231054,2334,4668,7002,7002,2334,95689,161037,7002,179708,2487911,0,30340,14003,0,0,42010
"georgia,coweta",1223165,42161,9536,789762,3764,6776,12799,98626,8031,88337,9285,11795,928039,12799,11042,18320,197503,502,15308,5019,25096,2259,19575,22335,3513,142544,3011,1368720,170149,13050,3262,535793,6776,97622,648473,193237,12046,4517,8783,4517,6525,53203,128239,4768,180438,1830732,2008,44921,30366,3011,2259,25096
"georgia,crawford",1884709,59283,4940,1286938,2470,4940,0,172909,2470,158088,22231,7410,1225184,22231,19761,14821,187730,2470,24701,7410,56813,2470,19761,51873,9881,83984,0,2116901,259364,29642,2470,921358,12351,44462,805262,214901,19761,14821,37052,2470,7410,83984,249483,17291,177849,3166707,0,44462,39522,7410,2470,34582
"georgia,crisp",1891290,58753,8393,1191848,11191,5596,2798,89529,5596,58753,8393,19584,1314950,30775,8393,30775,193046,0,8393,2798,27978,0,13989,11191,5596,106315,8393,1636693,198641,16787,8393,562351,30775,64349,984814,335732,5596,2798,16787,5596,2798,75540,159473,8393,223821,2442450,0,50360,19584,2798,2798,44764
"georgia,dade",781398,72621,11619,1106738,20334,14524,0,84240,20334,200433,11619,34858,615823,11619,20334,17429,142336,0,17429,11619,17429,5810,40668,61001,0,156860,2905,1199692,122003,14524,2905,421199,11619,92954,522868,183004,2905,5810,5810,0,11619,116193,168480,0,81335,1344933,2905,46477,78430,2905,0,104574
