county,ass,asshole,bastard,bitch,bitched,bitchy,bloody,bullshit,cock,crap,crappy,cunt,damn,damnit,damned,darn,dick,dickhead,douche,douchebag,dumbass,dyke,fag,faggot,fatass,freaking,friggin,fuck,fucked,fucker,fuckery,fucking,goddamn,gosh,hell,hoe,homo,jackass,motherfucker,motherfucking,nigger,piss,pissed,pissy,pussy,shit,shittiest,shitty,slut,slutty,twat,whore
"alabama,autauga",1520421,49600,9538,962106,6995,8903,5087,120184,15897,146255,13354,22892,1206925,19077,8903,13990,210481,3179,14626,6359,43241,2544,42605,40697,6359,167876,2544,1441570,212388,21620,6359,592017,5087,69948,695667,268347,17169,13354,12082,3179,5087,69948,169148,11446,197763,2352169,1908,52779,37518,3179,3179,46420
"alabama,baldwin",1246775,54318,6578,807348,2334,7851,14004,98452,7002,109910,10397,9124,907073,9760,10185,10185,113729,2971,18884,5729,29069,2546,19521,15489,4031,170593,2546,1137714,139191,15065,2546,462767,5941,81690,573101,252920,7426,4668,4456,2546,2971,71081,152770,4456,103969,1733094,3395,41163,31615,5305,3819,32676
"alabama,barbour",2263661,29188,3243,959948,3243,6486,3243,74591,3243,113507,19458,3243,1258310,0,25945,22701,136209,0,3243,3243,22701,0,9729,0,0,175126,3243,1115615,158910,12972,3243,376196,9729,64861,901573,369710,3243,0,19458,3243,3243,64861,139452,6486,204313,2085293,9729,22701,32431,0,0,25945
"alabama,bibb",1451192,14629,2926,1009398,0,8777,0,105328,0,90699,8777,2926,1176168,17555,2926,17555,93625,2926,5852,0,11703,2926,2926,8777,0,187251,8777,1351715,236989,20481,17555,833850,8777,38035,506162,298431,2926,0,5852,5852,0,67293,201880,0,152141,2390371,0,20481,29258,0,0,29258
"alabama,blount",559433,72969,4230,506556,2115,5288,3173,101523,9518,201988,6345,9518,469543,13748,23266,8460,59222,9518,13748,4230,25381,0,16920,32783,4230,195643,5288,775168,88832,12690,3173,319374,4230,132191,379653,131134,1058,2115,7403,3173,0,102580,155457,10575,32783,905244,2115,43359,35956,4230,2115,45474
"alabama,bullock",2168413,56605,0,1184354,0,8708,0,182878,8708,21771,4354,0,1240960,0,0,4354,300443,0,4354,0,52251,17417,13063,52251,0,47897,0,1941993,278672,21771,8708,574760,13063,30480,735867,335277,0,4354,30480,0,13063,65314,117565,4354,296089,3239557,4354,65314,21771,4354,0,13063
"alabama,butler",2638306,38680,11282,1806683,6447,4835,3223,164390,9670,46738,4835,0,1513359,3223,11282,14505,267537,0,4835,1612,29010,0,6447,12893,1612,78972,1612,2427177,328781,17728,14505,676902,27398,48350,862244,515735,1612,0,9670,4835,0,78972,262702,11282,269149,3932477,0,35457,19340,6447,4835,24175
"alabama,calhoun",1604872,38763,8012,917534,2166,5197,4115,95500,8446,74711,6713,10395,1027543,14292,14292,12344,147689,650,7363,2815,18840,3898,11044,9312,3032,104378,2599,1305163,188184,12127,8879,401056,7363,52189,747323,293645,6063,1083,7579,7146,3032,57170,159816,4331,161332,2190864,866,25337,19273,3248,1083,20573
"alabama,chambers",1881425,34756,5902,1438120,1312,1967,20329,155419,7869,55741,3935,8525,1080065,13116,8525,10492,172469,1967,656,0,26231,0,9181,9837,8525,127221,1312,1800109,220997,17706,5246,445273,15739,58364,908252,398713,3935,3279,21641,11148,1967,53774,172469,2623,255097,2863124,656,8525,16394,1967,1312,28198
"alabama,cherokee",380377,37028,1683,272660,1683,6732,5049,40394,1683,121182,15148,3366,336617,5049,11782,6732,38711,1683,6732,1683,15148,0,1683,10099,0,107717,13465,464532,50493,33662,5049,323152,1683,42077,373645,69006,5049,10099,0,0,0,42077,72373,1683,26929,540270,1683,18514,10099,1683,6732,38711
"alabama,chilton",1202164,58668,6400,1122162,5333,6400,6400,129070,5333,120536,13867,13867,802154,9600,22401,11734,120536,1067,16000,3200,27734,3200,11734,13867,0,151471,2133,1123229,161071,24534,7467,652817,2133,97069,489613,378676,1067,7467,3200,3200,2133,87469,147204,13867,76802,1930716,0,43734,28801,7467,2133,55468
"alabama,choctaw",1398501,26458,0,653894,0,7559,3780,56696,0,22678,3780,0,578299,0,0,15119,49137,0,0,0,3780,0,0,0,0,64255,11339,1190616,200326,7559,7559,302379,7559,18899,585859,238123,7559,0,0,3780,0,30238,143630,0,105833,2260280,0,3780,11339,0,0,11339
"alabama,clarke",1405435,50611,7786,809780,0,7786,0,66184,7786,147941,3893,3893,1140699,0,3893,31145,89543,0,3893,0,58398,3893,3893,7786,0,179086,7786,774741,124581,7786,3893,288095,19466,81757,654053,140154,0,19466,7786,0,0,105116,147941,0,70077,1666277,0,15573,23359,3893,0,50611
"alabama,clay",1322939,35436,7087,668557,0,14174,2362,96858,4725,203166,14174,4725,1030002,11812,14174,21262,153555,0,7087,14174,25986,2362,9450,14174,2362,179542,2362,1256792,148831,4725,7087,344909,2362,49610,850461,203166,4725,0,9450,0,0,61422,170092,2362,148831,2093078,0,16537,14174,4725,2362,7087
"alabama,cleburne",629833,49888,6236,433400,0,18708,15590,112247,12472,159017,15590,9354,654777,24944,21826,21826,102893,0,12472,3118,12472,3118,18708,6236,6236,149663,9354,645423,90422,9354,0,280619,3118,71714,545647,109129,0,3118,3118,3118,0,77950,96658,6236,34298,1172362,3118,9354,9354,6236,3118,40534
"alabama,coffee",1716127,46585,4508,918173,0,13525,3005,123225,7514,106694,9016,4508,1063938,13525,12022,22541,141257,3005,7514,6011,28552,0,13525,6011,0,100683,0,1178147,141257,13525,7514,426778,9016,45082,757380,311067,3005,4508,9016,0,0,67623,177323,6011,184837,2012166,3005,45082,19536,10519,0,28552
"alabama,colbert",1319750,22606,5425,844115,1808,4069,4069,94946,5425,99919,4521,7686,982917,4521,7234,10851,141967,904,8138,4521,9042,452,13564,15824,452,105345,3617,1108608,206169,8138,4973,355369,1808,56063,682255,349492,5878,3617,4973,1808,4069,66010,144228,5425,147845,1892591,1356,20798,23963,1808,4069,30292
"alabama,conecuh",1495818,42136,7023,1193845,0,21068,0,147475,14045,70226,14045,7023,1306207,14045,7023,14045,168543,0,14045,0,7023,0,28090,14045,0,70226,0,1446660,196633,7023,14045,568832,28090,63204,695239,337086,7023,0,63204,21068,14045,28090,105339,0,140452,2717754,0,70226,7023,0,7023,21068
"alabama,coosa",2235023,13032,16290,1674638,6516,0,0,195483,9774,61903,6516,0,1847315,26064,16290,19548,241096,0,0,0,13032,6516,0,6516,3258,143354,0,2642279,417030,26064,6516,948093,9774,58645,1342317,576675,0,0,16290,22806,0,110774,573417,0,329063,4453755,0,29322,6516,3258,0,35839
"alabama,covington",2444845,76981,27824,1547041,3710,5565,4637,216104,8347,71416,2782,6492,1740885,43592,32462,8347,300504,927,9275,0,36172,4637,17622,19477,6492,101096,2782,2120226,341314,19477,21332,501768,5565,33389,1161209,434062,12985,15767,9275,3710,21332,96458,215176,5565,535158,3990031,0,38954,14840,4637,927,27824
"alabama,crenshaw",1651902,32550,27125,976494,2712,8137,2712,135624,2712,89512,8137,5425,1226042,10850,13562,5425,119349,0,8137,0,27125,0,8137,0,0,103074,2712,1394216,165461,16275,2712,382460,13562,48825,653708,425860,0,2712,18987,2712,0,73237,211574,10850,108499,2389697,0,13562,10850,0,0,18987
"alabama,cullman",397671,25955,6489,301266,1854,4635,4635,50056,5562,163147,13905,7416,367081,2781,12978,22247,50056,2781,13905,1854,119579,7416,12978,19466,927,141827,22247,325367,35225,3708,927,190956,1854,94551,318878,47276,7416,7416,2781,4635,0,56545,110310,3708,24101,542279,1854,18539,18539,6489,1854,45422
"alabama,dale",1853217,61109,13718,1077510,0,7483,1247,122218,8730,96028,6236,14965,1287025,9977,12471,14965,199539,1247,6236,2494,22448,1247,6236,8730,6236,152148,3741,1956728,215751,31178,9977,576168,6236,59862,747023,412796,1247,3741,7483,1247,6236,43649,178338,3741,269377,2835945,0,27437,38661,3741,2494,34919
"alabama,dallas",3060987,32719,6888,1748767,861,5166,12055,144654,3444,82660,1722,3444,1759099,3444,6888,13777,168763,2583,0,1722,13777,0,5166,6027,0,154987,861,1990718,294475,12916,7749,689691,34441,24970,1094378,551925,11193,3444,11193,5166,2583,58551,232480,5166,286725,3941828,861,27553,16360,2583,1722,16360
"alabama,de kalb",484305,47282,7430,370152,2702,3377,4728,58765,8781,170216,9456,12158,597783,21615,14185,15536,78353,0,14185,4728,30396,0,16211,11483,2026,144549,675,608590,62818,10807,0,328274,16211,104696,455261,70923,2026,1351,6079,3377,675,113477,150628,6755,27694,843650,0,58090,32422,4053,5404,47282
"alabama,elmore",1324428,43792,5712,864801,3046,3808,10662,108148,7235,158413,6093,9901,1013313,17517,14090,15613,145847,1142,19421,5331,21706,1142,24752,37699,2666,158794,1904,1287490,166791,15994,6474,471432,8758,56739,626419,327109,6093,4189,6093,1904,3046,74256,151940,5331,151178,2092505,2666,36176,57501,4950,4189,49885
"alabama,escambia",1836650,30449,13841,1134931,2768,1384,0,153631,2768,63667,4152,6920,1118322,5536,19377,11072,103805,0,6920,0,26297,0,2768,5536,4152,134254,1384,1288562,179928,19377,9688,560545,11072,49826,729401,362624,1384,1384,6920,6920,0,58131,200689,9688,124566,2121767,0,20761,17993,2768,6920,29065
"alabama,etowah",1445365,24048,5010,778042,1503,5511,5010,128254,2505,94688,6012,5511,1120722,6012,9018,11022,94688,1002,11523,3006,22044,2505,10521,10521,3006,105710,2004,975935,152302,8517,13026,347188,10521,87674,678846,189375,4008,1503,5010,1002,2505,63125,161821,8517,102203,2051066,2004,26052,22044,2505,2004,26553
"alabama,fayette",642356,51684,14767,383937,0,22150,0,177202,7383,132901,22150,0,612822,7383,0,14767,95984,0,7383,7383,14767,7383,0,0,7383,221502,0,834324,88601,29534,0,406087,14767,88601,509454,132901,0,7383,0,7383,0,59067,177202,7383,36917,1225644,0,7383,14767,0,7383,36917
"alabama,franklin",372403,15993,2285,422666,0,4569,4569,45694,4569,171351,25131,73110,422666,0,0,29701,34270,2285,11423,11423,11423,0,2285,6854,6854,180490,4569,509484,43409,6854,0,235322,0,171351,317571,59402,11423,4569,2285,0,0,66256,123373,6854,36555,660273,0,20562,41124,13708,0,41124
"alabama,geneva",695886,38027,3803,635044,3803,7605,7605,49435,3803,277594,7605,0,429700,3803,7605,15211,79856,0,19013,0,11408,0,15211,11408,3803,155909,3803,463924,72250,19013,11408,311818,0,129290,437306,193936,3803,11408,3803,0,3803,83658,174922,3803,49435,809966,0,26619,19013,3803,11408,22816
"alabama,greene",2381351,32399,0,1128577,0,0,0,129597,16200,21600,0,0,1204175,0,21600,10800,167397,0,5400,0,5400,0,0,0,5400,107998,10800,1862962,237595,0,5400,566988,21600,16200,934181,475190,0,0,0,5400,0,53999,161997,0,194396,2672945,0,10800,5400,0,0,10800
"alabama,hale",3072562,44530,25169,1407532,3872,7744,7744,121973,3872,71635,3872,19361,1680519,1936,13553,90996,286540,1936,1936,0,27105,0,1936,11616,3872,54210,1936,2445272,391089,21297,36786,720223,1936,19361,1117119,464660,3872,1936,13553,1936,7744,79379,156823,15489,433682,3850867,0,52274,17425,1936,1936,21297
"alabama,henry",1661488,30832,6851,1096240,0,0,0,164436,3426,102772,0,3426,900972,10277,3426,30832,188416,0,3426,0,20554,0,6851,6851,0,89069,0,1760835,260357,13703,0,592655,20554,95921,637189,486456,3426,0,6851,6851,3426,58238,116475,10277,270634,2836520,0,30832,17129,3426,0,13703
"alabama,houston",1553555,32541,6823,1055997,2624,2624,3149,127014,5248,96572,4724,5248,954176,4724,11022,15221,120715,1050,11022,2624,21519,2624,7873,7873,3149,115467,4199,1378255,168477,12072,8398,521176,8398,50910,607776,282369,3149,2624,5248,5248,525,59833,145383,3674,185272,2131939,2099,22569,19419,525,2099,13121
"alabama,jackson",582661,42108,4896,577765,5876,10772,3917,100864,3917,171371,5876,9793,613997,9793,19585,12730,71486,1959,10772,3917,24482,1959,16647,11751,2938,212500,2938,739343,92051,20565,979,418145,8813,126325,556221,166475,6855,6855,9793,2938,1959,91071,191935,7834,38191,1191762,1959,37212,73445,5876,2938,65611
"alabama,jefferson",1933021,37406,8356,1125390,1682,4318,7347,117715,6393,65896,6786,5047,1122417,6842,8973,10375,176881,953,9814,2692,14862,1570,7627,9197,2019,95507,2131,1566415,222924,10656,7908,489761,20750,41556,626656,382028,5832,3309,8468,5160,4487,51090,132633,2804,206773,2691805,1234,24900,16881,2019,1514,15479
"alabama,lamar",289036,0,0,260133,0,0,0,72259,0,375747,14452,0,339617,0,43355,14452,21678,0,0,0,7226,0,0,7226,0,151744,7226,267358,36130,0,0,101163,0,86711,173422,101163,0,0,0,7226,0,14452,79485,0,28904,455232,0,0,0,0,0,7226
"alabama,lauderdale",1054195,25654,7432,695764,719,4316,6713,81756,5514,114122,11748,3357,781116,7432,7432,8871,157997,240,12467,2637,13666,1199,13186,8152,1918,127549,3596,949662,134981,7193,4795,420287,4795,56821,507318,208585,6473,3836,8871,2637,4316,53225,113643,3117,219614,1472803,1199,26852,24215,3836,2398,20379
"alabama,lawrence",1153995,25196,7559,767231,2520,15118,2520,73070,5039,137320,7559,7559,657626,2520,26456,28976,128502,0,11338,1260,15118,2520,13858,11338,3779,127242,2520,881874,122203,10079,5039,263302,6299,88187,575738,239366,7559,1260,7559,1260,0,93227,234327,2520,120943,1441234,5039,20157,30236,3779,0,36535
"alabama,lee",1085754,29181,8676,688389,1577,3155,6309,87018,9859,93459,10779,5126,1168435,9333,6178,16694,115542,657,13539,2760,13671,1577,11173,13408,1577,100557,2629,977310,141043,10253,5126,330327,10121,69273,641331,205846,5652,3943,8281,3943,3023,43903,118040,3549,109364,1581311,1577,33519,23661,3681,2103,23661
"alabama,limestone",1131174,30256,7908,855429,2751,2063,8252,95239,9627,102459,9971,4814,815202,7220,8252,8596,130996,2063,9971,2063,17535,2063,17535,15128,3438,114493,2751,1148709,148531,22348,4126,318379,5845,77360,759502,195978,14097,2751,4814,1719,5845,55011,140623,5157,109335,1584675,0,28881,23036,3438,1031,18566
"alabama,lowndes",2107710,15847,15847,1325903,0,0,5282,195452,5282,52825,0,5282,1605874,5282,5282,21130,147909,0,0,0,21130,0,5282,5282,0,63390,0,1954518,285254,15847,0,396186,10565,31695,765960,369774,5282,0,5282,0,0,52825,95085,0,206017,3121946,0,15847,5282,0,0,0
"alabama,macon",2579592,56625,6292,1615915,3146,3146,11535,145757,6292,18875,0,6292,1776354,8389,22021,4194,278932,0,6292,1049,28313,15729,15729,12583,1049,67111,1049,2378258,357578,9438,31458,586176,9438,19924,1009816,510675,7340,0,8389,6292,6292,65014,124785,4194,326119,4237453,0,33556,26215,0,0,14681
"alabama,madison",1479756,40106,9648,887248,2554,4067,6148,113318,6527,77279,7662,8040,951947,12675,10972,17026,187098,1230,8135,1986,13905,3405,13715,15702,3121,102629,5865,1411368,205164,9743,6148,532538,11824,54673,707623,256243,8608,3878,8229,3878,4729,45876,119656,5392,190314,2299372,1135,29228,14756,2838,1797,17121
"alabama,marengo",2295277,26172,10469,947423,2617,20938,5234,130860,0,39258,10469,2617,1308596,5234,0,5234,117774,0,5234,0,13086,2617,2617,2617,0,125625,0,1520588,209375,10469,10469,471094,31406,62813,779923,311446,0,2617,10469,5234,0,41875,219844,0,172735,2488949,0,15703,13086,0,0,31406
"alabama,marion",325335,25617,5123,227991,0,0,5123,58919,5123,220306,12808,5123,343267,2562,7685,12808,51234,2562,12808,2562,7685,0,2562,17932,0,138331,5123,558449,66604,5123,2562,368884,10247,94783,289471,89659,2562,0,2562,7685,0,58919,102468,5123,28179,632738,2562,43549,7685,2562,2562,38425
"alabama,marshall",709399,38643,7729,572319,3254,4068,6915,102098,10983,135453,10576,21152,729331,24406,9762,12203,113894,1220,16271,3254,22372,3661,43931,29287,4474,163520,4068,953865,112674,20745,3661,447442,21559,85828,483237,148469,4474,2441,12203,4068,4881,77285,156198,6508,73625,1160502,2441,67930,40270,4068,1627,58981
"alabama,mobile",2086794,39608,9366,1104167,3003,5005,6006,120755,8150,73854,5720,4504,1118037,7221,8794,8508,184600,1358,9866,2145,17874,3146,15300,16229,2502,118324,2359,1460141,208837,12798,5291,461285,7507,56552,612425,415957,6363,3718,13441,8436,6792,59984,145492,4433,213055,2504681,1716,29599,21234,3146,929,35461
"alabama,monroe",1645787,15204,7602,725971,7602,0,7602,83620,7602,76018,7602,7602,862803,7602,19004,7602,102624,0,7602,0,26606,0,7602,7602,11403,110226,7602,1182078,231855,7602,11403,596740,15204,45611,592939,239456,3801,7602,3801,0,0,72217,125430,15204,140633,2037279,3801,19004,7602,3801,0,19004
"alabama,montgomery",2611939,34852,13565,1558127,2713,3652,6991,107061,5426,46226,3443,2817,1487170,4070,8244,9078,218192,730,4800,1357,19304,1148,5113,7096,4696,67409,1565,2055450,305218,12835,10748,569010,10644,32765,810994,547306,6052,4487,8974,6470,3339,46644,126470,4383,321601,3829577,1252,26609,18157,2191,1252,14504
"alabama,morgan",1367251,33137,7813,1012170,1886,4849,7005,122042,6466,106686,6735,9699,867228,7813,8890,14548,139284,1347,6466,3233,17781,8621,15626,15087,2155,129047,539,1217459,165956,14009,6196,446141,7274,81362,550133,264290,8352,2425,8621,4311,2963,79476,178618,7543,146559,2041312,1347,26133,30443,1347,1886,40142
"alabama,perry",2155765,33527,0,985684,3353,13411,3353,160928,6705,43585,3353,0,1361183,20116,3353,20116,227981,0,6705,0,6705,0,10058,3353,0,124049,0,1401415,201160,23469,13411,482784,0,60348,881751,375499,0,13411,6705,10058,0,43585,160928,6705,160928,2662018,0,20116,40232,6705,6705,16763
"alabama,pickens",2737622,17630,7556,1375107,0,7556,2519,259407,7556,27704,7556,0,1370070,7556,2519,12593,183851,2519,0,0,25185,0,2519,0,2519,40296,0,2382511,360147,2519,10074,551554,25185,50370,813479,465925,2519,0,15111,7556,2519,75555,206518,5037,261925,3933914,0,22667,7556,5037,0,7556
"alabama,pike",1477899,24126,3093,953304,1237,619,4949,98362,3712,66812,9279,3712,1030013,7424,11135,9898,104548,0,9898,1237,23508,1237,4949,5568,1856,133623,3093,1093113,168885,7424,9898,356948,8042,62481,662549,266009,1237,4949,14228,6186,1237,41448,116302,1856,182495,2089721,619,21033,12991,1237,1237,12373
"alabama,randolph",920828,30217,4771,594801,4771,4771,9542,103374,12723,111326,6362,7952,755429,4771,12723,9542,76338,0,4771,3181,11133,0,1590,7952,3181,139953,0,978081,141543,4771,9542,214701,0,60434,596391,213110,1590,1590,11133,11133,7952,55663,163809,3181,90651,1415435,0,19085,17494,6362,1590,27036
"alabama,russell",2562167,53891,11818,1426683,4255,1891,5673,116763,14182,61454,6618,11818,1488609,10873,10400,9454,307271,1891,9927,1418,20800,4255,12291,19854,3782,96436,945,2107879,338471,27418,10400,662760,14182,46327,969085,421670,8509,5200,22218,8036,8982,73272,139926,11345,337053,3629579,0,48218,16073,3782,473,26000
"alabama,st clair",931093,33627,3736,645638,4484,4484,4484,98639,4484,141980,15693,11209,847399,20923,8967,14945,107606,747,35121,5231,22418,3736,9714,9714,7473,121804,2242,966962,125541,11956,5978,391567,12704,97892,527570,161409,6725,5231,3736,2989,0,72485,132266,9714,93408,1493784,747,48572,32880,8220,1495,24660
"alabama,shelby",709545,44739,8300,438076,2834,4251,7895,70246,13158,117819,10932,5668,640716,18017,11337,14576,89478,5466,15183,3441,19839,1822,14778,16397,2834,142921,6073,755903,103243,8300,3644,371474,8098,83404,461761,113163,7490,3644,6478,4049,3644,42714,117616,1822,71258,1176367,1620,33402,21458,4251,1215,18219
"alabama,sumter",1936102,22313,6866,997230,0,5149,0,92686,8582,80671,0,5149,1280436,5149,3433,36044,125297,0,5149,0,20597,3433,6866,5149,0,82387,1716,1270138,216267,8582,13731,247162,8582,37761,739769,447981,1716,1716,3433,5149,0,58358,128730,3433,200819,2495649,0,18880,25746,0,0,5149
"alabama,talladega",1803709,27958,9743,939979,1271,4660,3812,119880,2965,83027,6778,3389,1279286,10590,11437,19062,148262,1271,7625,2965,14826,1271,7625,8048,1271,101242,2118,1511845,212226,16944,8472,518492,5507,49562,917952,327870,6778,3812,10167,5930,847,69048,173678,2965,192317,2697515,847,18215,14403,847,0,23298
"alabama,tallapoosa",1693352,20140,16112,1090770,806,1611,4028,149034,8056,64447,6445,4834,1269611,12084,12889,12889,164341,1611,8056,2417,17723,806,6445,21751,806,116005,3222,1473426,248928,13695,11278,401990,1611,47530,873260,398767,13695,4834,11278,4028,2417,64447,193342,7250,214287,2414356,806,29001,27390,1611,0,16112
"alabama,tuscaloosa",1676525,37867,6942,1001161,1543,4067,7784,107220,6872,69212,7854,6732,1032296,16409,8976,10659,161846,1332,13744,2454,15147,2034,9747,8766,3015,100277,3226,1329692,201186,11080,8485,466395,13113,45931,790789,289262,4979,3997,7784,4418,2454,48456,123909,3226,182743,2271247,3015,35763,19074,4628,2524,17812
"alabama,walker",965820,40158,3558,760456,2542,3558,5592,92515,5592,139790,10675,12708,831622,9658,13725,11183,115390,508,12708,2033,16266,1525,17283,13725,1525,147923,7625,843821,119965,12200,5083,272463,3558,89974,507818,217055,4575,2033,3558,4575,1525,69132,173848,5083,93532,1451779,1017,20333,29483,3558,508,36091
"alabama,washington",2003915,22048,19598,1249384,9799,2450,7349,142087,24498,93091,9799,4900,913766,0,17148,7349,205781,2450,36747,2450,17148,0,4900,0,2450,110240,12249,1068101,178833,12249,2450,308671,0,36747,955412,357667,7349,2450,17148,2450,2450,29397,142087,4900,139637,2937278,0,26948,7349,0,0,56345
"alabama,wilcox",1484502,19793,0,1115026,0,0,6598,105565,19793,26391,6598,0,1174406,0,6598,6598,211129,0,6598,0,26391,0,0,6598,0,138554,0,1662642,237520,19793,0,277107,0,32989,600399,257314,0,6598,19793,0,0,65978,98967,0,323292,2309225,0,19793,13196,0,0,32989
"alabama,winston",200791,10297,5148,123564,0,0,0,41188,0,164751,15445,5148,226533,0,10297,10297,41188,0,15445,10297,5148,0,5148,25742,0,139009,30891,267721,5148,0,0,195642,0,139009,236830,77227,10297,0,0,0,5148,56633,164751,15445,5148,298612,0,0,25742,0,5148,41188
"arizona,apache",635972,149897,5821,555930,4366,16008,8732,116425,11643,82953,18919,14553,889197,17464,1455,26196,100417,0,14553,5821,23285,1455,14553,29106,0,116425,1455,1382548,130978,18919,2911,686908,10187,103327,358007,65489,13098,1455,16008,2911,0,46570,65489,4366,50936,1360718,4366,49481,34928,2911,1455,18919
"arizona,cochise",1144632,92346,5700,947969,2850,8551,7981,157900,22801,108877,6840,37622,858474,22801,6270,10831,202363,3420,22231,4560,47313,3990,53013,65554,8551,92916,2280,2227700,227444,42183,11971,1210756,26222,103176,467429,154480,7981,4560,20521,13681,4560,69544,173291,5700,120848,2167276,4560,88926,52443,7981,4560,36482
"arizona,coconino",691120,67401,10924,610115,3916,11543,18963,89250,11955,85746,12573,14016,667210,24734,3710,17108,151704,1031,23085,8245,30506,3092,18345,20200,4947,124909,3298,1593101,190867,23085,2267,941144,32773,89868,375757,73791,9688,3916,14635,5359,3298,46377,108213,1855,80181,1516424,9482,97495,36689,7626,6390,31536
"arizona,gila",668496,103659,6346,657918,6346,8462,16924,112121,21155,59234,8462,35963,539451,25386,4231,27501,143854,0,29617,2115,25386,6346,16924,69811,6346,82504,4231,1248141,126930,19039,2115,691766,2115,86735,321555,55003,4231,8462,6346,2115,10577,67696,148085,0,67696,1241795,4231,59234,40194,12693,6346,21155
"arizona,graham",1009880,111776,18196,886407,5199,19496,9098,152067,10398,209255,14297,10398,991684,11697,3899,19496,122173,1300,25994,2599,46790,1300,14297,31193,2599,144269,2599,1675336,180661,37692,2599,812323,11697,157266,605668,162465,10398,3899,14297,2599,2599,97479,287238,0,89681,1845599,2599,88381,41591,9098,1300,53288
"arizona,greenlee",1353649,184096,48731,1256186,16244,21658,16244,221998,27073,32488,10829,59561,1120821,10829,0,16244,238242,0,54146,10829,64975,0,86634,243657,10829,97463,5415,3405781,292388,119121,0,1126236,21658,135365,606435,113707,5415,0,43317,0,5415,119121,308632,0,194925,2550275,0,124536,48731,0,5415,48731
"arizona,maricopa",1011873,77303,10375,809803,3601,9053,13712,105530,16821,76146,10412,20021,769551,18763,6473,13630,187711,1814,23230,6364,32666,5288,33678,44054,5780,105393,4212,1746269,211962,24124,3729,993274,16912,69754,444273,134567,10603,6017,12654,4449,7066,51602,150623,3054,128313,1819971,6555,89839,44236,8543,5370,35365
"arizona,mohave",1036245,80601,8099,868872,3857,11184,13883,144619,25067,92171,7713,35480,834549,22368,9641,14655,231391,3471,30466,7713,35480,1543,46664,47821,6942,109911,3471,1979547,236404,27381,2314,1312371,11184,76745,404934,144234,8099,8484,17354,3085,11570,63247,126494,5013,145390,1994973,6170,86000,72502,8484,5013,46664
"arizona,navajo",752004,103356,8910,621027,7128,8910,14256,142560,13365,111375,18711,25839,899910,22275,10692,32967,96228,891,25839,6237,27621,0,20493,30294,2673,183546,0,1549450,139887,21384,6237,841995,13365,175527,566676,89991,5346,3564,12474,7128,3564,63261,134541,3564,45441,1491535,11583,76626,45441,9801,2673,56133
"arizona,pima",1102379,95437,10772,891362,3984,10957,14756,126389,17855,71237,10145,28996,802602,18778,6382,11510,202753,2140,20843,5681,33866,5386,35969,43568,6235,115838,3726,2171926,255766,28775,2029,1263926,18814,81456,420964,149556,9407,5165,16490,7268,6567,57255,141072,2324,134320,1959876,6456,100639,43015,8596,5349,41650
"arizona,pinal",1185052,91031,9620,949924,4862,7965,9724,124753,30102,78824,11275,23689,801379,30619,6310,8896,215163,2793,20689,4862,32378,5896,36826,64032,4034,113374,4034,2013016,246507,28137,2793,1115745,17379,89893,447291,153717,10448,5276,11999,5793,6827,64032,157752,4241,129615,2104254,6000,98272,50687,8069,5276,39619
"arizona,santa cruz",701410,74205,7067,1095401,1767,10601,5300,181978,8834,68904,12367,22968,689042,3534,3534,1767,176678,0,12367,8834,40636,1767,30035,31802,14134,141342,0,2724367,238515,68904,3534,1909884,12367,51236,326853,75971,1767,3534,24735,28268,8834,45936,120141,5300,141342,2060060,1767,106007,67137,0,1767,35336
"arizona,yavapai",621490,79072,11572,564114,1929,13018,21215,94019,17357,116198,13500,27482,635472,18322,7714,13500,161520,964,27482,2893,20250,5304,19768,36643,3375,162966,6268,1493697,149948,45322,482,993708,13982,90644,503845,60751,8197,7232,13500,482,6750,54483,127287,3857,79555,1338927,10607,88233,47251,10125,3857,43876
"arizona,yuma",1200136,90693,10786,1031078,2862,18711,10126,125253,17390,101479,11887,21352,886674,12988,5943,10126,215065,1321,20692,4182,51070,4843,58114,64938,12767,133397,2421,2284265,242140,40063,1541,1059695,11227,86510,441356,154089,14528,5063,17390,5723,12767,60535,154750,3962,158712,2046307,5063,91793,56353,7704,4623,44466
"arkansas,arkansas",960571,40233,0,472742,5029,10058,5029,70408,0,90525,5029,5029,663850,5029,10058,30175,95554,0,15088,10058,40233,5029,5029,5029,5029,100583,5029,739288,90525,0,5029,231342,10058,95554,548179,100583,5029,0,5029,0,0,75438,135788,10058,50292,1222088,5029,40233,15088,5029,5029,20117
"arkansas,ashley",1995636,29297,5170,1364891,1723,8617,3447,122358,0,60317,0,3447,1592373,8617,6893,15510,194738,0,1723,1723,10340,1723,6893,1723,3447,113741,3447,1563076,270566,8617,18957,394647,1723,58594,759996,423944,17233,3447,0,3447,0,79274,289522,10340,268842,2853864,0,17233,12063,0,0,20680
"arkansas,baxter",402250,32297,14681,349400,5872,0,20553,41106,11745,135062,20553,23489,490334,8808,2936,26425,91020,2936,29361,2936,38170,0,14681,35234,2936,167360,14681,901393,82212,11745,11745,616588,0,126254,399314,35234,5872,8808,5872,2936,11745,32297,85148,2936,79276,833862,0,38170,23489,0,11745,14681
